u,g,r,i,z,redshift
22.81435,21.73378,20.37889,19.33677,19.07587,0.5527931
19.33306,18.23167,17.74045,17.38303,17.22114,0.06290888
23.43303,22.31834,20.39115,19.46438,19.16189,0.4853143
19.99253,18.06967,17.08942,16.66543,16.30569,0.1107239
26.3087,21.6041,19.45686,18.73609,18.1171,0.4075392
23.74138,21.72884,20.52865,19.60538,19.57691,0.6204501
25.5596,23.76588,21.44866,20.01893,19.40053,0.5837191
24.97337,20.83693,19.14258,18.53881,18.18145,0.3551223
24.14047,25.58241,22.23875,20.34643,19.3421,0.8111933
19.03093,17.34723,16.39497,15.91656,15.51637,0.02532007
22.0652,21.71144,21.37559,20.76577,20.77584,0.6476687
21.59274,21.50109,21.17041,21.04445,20.75193,1.028424
22.24188,22.94165,22.01232,21.39184,23.67776,0.8324488
25.72457,21.72133,20.01701,19.21977,18.86932,0.4735079
26.08802,21.86443,20.23133,19.103,18.71354,0.5697092
21.15431,20.46396,19.57478,19.24893,18.98495,0.3982857
17.78514,16.53282,16.69997,16.84122,16.91942,-0.0003044191
23.81276,20.03525,18.42026,17.8527,17.52272,0.2827641
26.01,23.09939,21.06606,19.97719,19.40125,0.5801904
21.77172,18.72544,17.30463,16.46758,16.00827,0.0002131482
18.919,17.7576,17.3651,17.08213,16.98765,0.1039142
25.90713,22.18967,20.21034,19.35957,19.02255,0.4669566
23.60919,21.91578,21.91162,21.88042,20.95505,2.579529
27.14565,22.6461,20.92246,19.83694,19.23603,0.5584579
19.19587,17.56223,16.78983,16.35758,16.02907,0.07952681
23.00464,22.41405,20.8251,19.71284,19.10824,0.5975621
23.36793,21.54593,20.29915,19.44876,18.96332,0.5539594
21.86916,21.85473,21.81886,21.70644,21.37812,2.018296
19.29,16.93837,15.99105,15.67678,15.53548,0.0002257459
22.36607,22.49958,21.45877,20.21618,19.31365,0.6059093
23.23652,22.75023,22.12471,21.87658,22.21288,0.7911364
24.8389,25.55936,21.76235,20.67823,19.88448,0.617835
22.74394,20.19985,18.54243,17.96329,17.58483,0.3199418
21.9741,21.74889,21.16197,21.025,21.1114,0.5653706
19.27111,18.25713,17.90251,17.75147,17.73106,-0.0003237444
22.40908,21.87437,20.65335,19.72258,19.39462,0.5710002
22.9071,23.15723,21.02611,19.99809,19.68908,0.5440618
24.6056,22.95146,21.06469,19.71992,19.15328,0.6280975
24.71158,24.6645,22.09381,20.94312,19.9349,6.504732
22.86451,22.12107,20.7618,19.88689,19.37642,0.5797733
24.05121,24.23112,23.64639,20.12215,18.61369,-6.247706e-06
22.50053,21.58871,20.78837,19.75714,19.31688,0.7340838
25.32048,21.50478,20.19434,19.43281,18.96642,0.2596467
24.53498,22.63701,20.60026,19.7927,19.32469,0.4655914
22.55977,21.9176,20.58169,19.75363,19.09446,0.5959237
24.02683,23.16763,22.38561,21.76724,22.58484,0.7735895
23.18427,21.95485,20.42271,19.44865,18.91915,0.526789
23.8652,23.37433,21.83017,20.89404,20.03488,9.316621e-05
25.82337,21.81603,20.13064,19.19575,18.72845,0.4882163
20.50804,18.40132,17.21322,16.73367,16.37698,0.1562411
18.08331,16.92791,16.42626,16.23208,16.1474,0.0004008649
24.1524,22.99493,21.48699,20.43595,19.60829,0.6518356
20.06458,17.93219,16.85594,16.40105,15.97925,0.1203873
23.08963,20.73375,18.92471,18.29008,17.85059,0.3934577
21.06197,19.38782,18.00205,17.4909,17.25217,0.2158314
22.14128,20.49441,19.53448,19.01735,18.77188,0.1939389
23.19847,20.643,18.75253,18.12301,17.76985,0.3387054
24.63467,20.18659,24.80204,18.81527,22.82692,5.734938
23.35911,22.36938,21.41292,20.38471,19.68582,0.6854342
25.15417,21.49269,19.70377,19.02979,18.57134,0.4037802
22.87036,22.70597,20.98503,19.91125,19.24645,0.5266618
18.01088,16.42049,15.78883,15.55341,15.36043,-8.369455e-05
19.00486,19.00168,19.34604,19.61865,19.90534,-0.0001983594
21.44128,21.44801,21.26356,22.03011,20.9463,2.345727
23.3411,23.01729,22.49777,22.42146,21.67698,1.017858
19.62983,18.44416,17.9852,17.82914,17.78,-0.0003903172
25.00862,22.55766,20.79144,19.90916,19.38517,0.4915748
22.40988,20.43904,19.7557,19.54218,19.4522,-4.18186e-05
20.20845,18.09462,16.87207,16.33302,15.89229,0.1463237
23.66955,22.70215,20.29134,19.21635,18.58574,0.5944836
20.137,19.95127,19.97121,19.69621,19.37138,2.134849
18.48975,17.32823,16.86686,16.63901,16.50139,0.02232643
20.30882,20.30973,20.04172,19.85957,19.98221,1.225616
22.96822,21.39185,21.39331,21.09698,21.33288,2.738812
20.6546,18.36264,17.33447,16.97468,16.76772,-4.55982e-05
20.67754,20.58603,20.46101,20.26886,20.03597,2.036999
26.089,21.69516,21.17018,20.99787,20.77962,3.357756
20.63648,18.33983,16.99934,16.48646,16.12555,0.1962262
23.9285,22.98538,21.41764,20.2975,19.45952,0.8100444
22.6214,21.48239,19.6611,18.73297,18.35719,0.476199
19.78027,17.80642,16.81664,16.36516,16.01776,0.09370228
23.05201,22.14244,20.63278,19.59939,19.05018,0.5596102
19.86253,17.97113,17.03925,16.57014,16.23707,0.08209008
21.42938,20.76205,20.15768,20.28548,19.7346,0.34582
23.66796,20.61418,19.24693,18.69107,18.43228,-0.000180243
21.90484,21.36775,21.24847,21.25229,21.24618,2.461304
22.82941,21.81783,21.25491,20.98303,20.95287,-2.222415e-05
22.42319,21.69293,21.39879,21.10824,20.88527,1.561415
22.64007,21.75817,21.68318,21.14547,21.13865,1.885758
23.81235,23.07273,21.26234,20.04722,19.53459,0.5857663
24.73656,20.87142,19.15454,18.47832,18.00852,0.3830014
20.70434,20.3939,20.3722,20.00059,19.9385,1.673867
20.71619,20.64355,20.3609,20.00093,19.94403,1.703344
22.80555,20.42714,18.93064,17.65584,17.34563,-4.083836e-05
23.03926,22.54082,22.43281,22.12872,21.62466,2.326986
23.4016,22.1844,20.43063,19.5799,19.08673,0.4951612
22.17128,20.87646,19.10538,18.49233,17.9983,0.3599544
23.06215,22.79349,22.43018,22.87682,22.34063,6.788365
23.59341,23.08648,20.88699,19.72268,19.22405,0.5782564
23.46269,21.70156,20.21568,19.4526,19.03551,0.4283615
23.13691,22.16736,21.9955,21.7536,20.5821,0.9088591
19.14057,17.98313,17.44741,17.0204,16.82817,0.07466653
20.53389,20.30197,20.11316,19.99889,20.03271,1.53134
20.63764,20.4852,20.37024,20.2169,19.92228,1.974928
21.23259,19.44913,18.74365,18.43728,18.25023,-0.0005227557
22.74913,22.47179,22.1538,21.47419,20.99521,0.7481031
22.04161,21.7355,21.50954,21.20953,21.16762,0.0002547354
25.05227,22.17518,21.68296,21.44467,21.43106,5.665976e-05
27.55347,24.53051,21.76509,20.27801,19.58063,-8.084533e-05
25.71749,20.90219,19.16983,18.51008,18.13442,0.3405568
21.21379,20.97519,20.50761,20.43734,20.48159,1.214496
25.59813,21.46687,19.47222,18.74569,18.26131,0.3993471
20.51917,19.23816,18.68406,18.44954,18.34682,0.0003704602
23.25459,22.48504,21.65457,21.31309,21.06083,0.2325711
21.10253,19.03575,18.15215,17.77751,17.62687,-7.462027e-05
19.85822,17.77323,16.70307,16.25583,15.83161,0.1056302
19.84465,18.72672,18.2947,18.14555,18.1321,-0.0002672903
19.78647,18.83048,18.39616,18.10903,17.93888,0.1311368
20.34837,20.11302,20.05945,19.77999,19.82808,1.751585
19.83229,18.43978,17.59197,17.2017,16.96385,0.1814256
20.30794,18.42437,17.34518,16.86673,16.451,0.139276
21.83928,20.42419,18.67653,18.09119,17.72561,0.3244909
20.72751,18.17645,17.08123,16.669,16.49481,1.672957e-05
26.41263,23.65804,21.85092,20.69878,19.98471,0.6741555
16.00738,15.58084,15.77087,15.94878,16.17533,-8.342926e-06
25.7989,22.72661,21.28655,20.05531,19.34571,0.5562378
25.90738,23.08154,21.15164,20.0345,19.40269,0.7234634
23.61716,22.2361,20.9859,19.94791,19.27393,0.7083923
25.35785,24.61681,22.17369,20.82028,19.91667,0.7609767
19.79256,19.63712,19.58047,19.57216,19.37911,0.8626252
21.35793,21.13451,20.61462,20.59295,20.31743,1.045929
18.57484,17.45172,17.03879,16.83617,16.72985,0.02847886
23.13193,21.756,20.20389,19.4213,19.00474,0.4822153
25.7535,22.65078,22.00778,21.16394,20.26224,0.9136626
26.61548,23.35798,22.17953,21.06727,19.96393,1.449316
23.10192,22.39983,21.90106,21.29966,20.77234,0.8270719
24.18559,24.28872,21.95005,20.68925,19.65184,-6.162505e-05
24.12721,22.42997,20.70644,18.97623,18.08813,-9.714138e-05
23.86204,21.07239,20.5963,20.29778,20.20985,-0.0008343009
25.39188,23.00462,21.16856,19.94953,19.38984,0.572427
23.664,22.52316,20.75542,19.69305,19.27007,0.5048965
22.60009,23.04942,22.26474,21.13787,21.10768,0.7887828
22.22918,21.66493,19.84724,18.98612,18.5871,0.4382454
25.54063,22.58714,21.86934,21.11779,20.5334,0.8294801
19.42455,17.39422,16.3479,15.87406,15.52178,0.08995781
19.96086,18.12181,17.09761,16.5802,16.22098,0.163357
20.64593,19.19186,18.71879,18.54982,18.57035,0.02476665
19.26289,19.57409,19.22596,19.18299,19.21401,1.28142
18.63601,17.27522,16.70804,16.42084,16.16631,0.03164083
21.92194,21.71563,20.53015,19.64834,19.17681,0.6363891
20.53346,19.26572,18.18077,17.16085,16.59729,-0.000113347
23.89292,23.42247,21.56605,20.75438,19.99637,0.6098405
22.07718,20.72613,20.53382,20.4883,20.47537,-0.000551878
20.03714,18.30558,17.34013,16.90932,16.57494,0.1646207
19.8078,18.7437,18.24179,18.00876,17.89351,-9.648257e-05
19.26003,17.34758,16.40367,15.96221,15.61525,0.06980887
22.84489,21.51365,21.00274,20.49282,20.37909,0.7570992
22.96507,21.37895,19.44807,18.81107,18.48214,0.3501942
22.54328,20.97296,19.32745,18.40921,17.8148,0.493555
24.94045,22.59207,20.51052,19.57233,19.09894,0.467833
21.07902,20.69182,20.69828,20.6251,20.38241,2.252867
20.30293,20.29231,20.13811,20.05382,20.06127,1.298711
24.63723,23.96317,22.43225,20.18351,18.32293,2.434777e-05
21.57011,20.4061,20.51078,20.55455,20.87694,1.613642
20.69359,18.67751,17.70437,17.2696,16.9182,0.09896713
22.22845,21.78741,21.67096,21.82636,21.00876,2.338175
23.61503,22.20073,20.39624,19.6325,19.14848,0.4437341
24.39556,22.34159,20.77825,19.6227,19.02401,0.5846182
20.59881,20.38245,20.26205,19.84052,19.74572,1.796405
19.90809,18.27903,17.25961,16.75556,16.33983,0.116992
18.93154,17.13959,16.28405,15.79472,15.42316,0.03601274
24.9873,21.40908,19.39644,18.79231,18.43891,0.3545653
19.53404,17.71665,16.90171,16.71384,17.21723,0.1247215
18.29081,17.2322,16.79317,16.61848,16.55961,-0.001163703
22.2887,22.05205,21.44349,21.64378,21.29836,0.1503306
17.45654,16.64684,16.35664,16.23108,16.26071,-0.0002791351
19.80877,18.46083,17.59589,17.17663,16.89192,0.1708262
23.08127,22.91318,21.57868,20.16992,19.53547,0.6941214
19.51833,17.93902,17.24962,16.83162,16.57107,0.07545579
23.01049,20.63058,18.83321,18.24245,17.87859,0.3776397
19.39206,19.21597,18.97184,18.86118,18.30752,0.3417651
23.23452,22.20686,21.99573,21.8898,22.26396,-0.0004246594
24.63457,25.11433,15.12319,14.16003,22.82685,-1.629276e-06
23.02911,21.60375,21.62152,21.5509,22.73811,0.6922673
25.69823,21.37811,19.66701,18.78936,18.30177,0.4889588
21.95261,19.86828,18.39882,17.80985,17.42943,0.2313645
21.54908,20.25068,20.22151,20.28047,20.19057,-0.0004495616
19.50898,18.34383,17.64961,17.24144,16.96802,0.1507197
23.64938,22.78108,22.60153,21.99422,22.37016,0.9608458
23.62706,21.50176,20.68464,20.3603,20.19685,-5.44427e-05
20.82217,20.6292,20.43516,20.47439,20.15693,0.9141067
26.1383,23.57707,22.15118,20.74053,19.82361,0.7924318
21.09389,18.89316,17.69765,17.17684,16.86891,0.1673361
24.85732,23.14866,21.53405,20.48175,19.7984,0.7379749
24.7134,22.13618,20.76879,19.67059,19.21222,0.5551784
22.45901,21.83655,21.76179,21.80238,21.07304,0.0001268769
22.45799,22.41338,20.73925,19.88049,19.38285,0.5010058
17.77579,16.25114,15.67031,15.45775,15.37617,-0.0001818395
20.15303,18.43356,17.58639,17.08245,16.74025,0.07262442
18.53768,17.82871,17.69911,17.4889,17.46964,0.04340129
22.74732,22.67225,20.90008,19.57275,18.90714,-3.361497e-05
23.22508,22.62324,21.14718,20.29326,19.4701,0.5651948
23.03567,22.72057,22.08693,21.81506,22.26879,0.7456731
21.75576,20.40319,19.23731,18.64734,18.30194,0.2153081
22.65488,21.35922,20.26278,19.37646,19.00585,0.5718236
22.33456,22.03064,22.0293,21.98623,21.37644,1.315499
24.1165,23.62231,21.19858,20.03908,19.54462,0.6314933
21.29104,19.69814,19.0225,18.7499,18.65285,-0.0001608733
19.66515,19.45285,19.13667,19.01628,18.64862,0.3432603
22.46515,22.42389,20.80039,19.72498,19.09919,0.516104
26.38954,22.37566,20.21741,19.22512,18.70516,0.5866618
19.38749,18.39585,18.04983,17.91777,17.8181,-0.0002548363
20.52961,18.40987,17.32978,16.87397,16.4902,0.1387193
24.8789,22.6816,22.8524,21.79369,22.00621,0.714027
20.4462,19.97825,19.52862,19.23076,18.91784,0.5107055
22.15763,21.15885,20.17942,19.43679,18.89991,0.5813361
20.88777,20.59834,20.37744,20.05649,19.72839,0.4740192
25.57387,23.59689,21.39797,20.02344,19.39755,0.7014768
22.13618,21.73839,20.19873,19.10205,18.65665,0.5441355
21.09768,21.42765,21.13864,20.98594,20.74084,1.367689
18.2577,17.25809,16.90446,16.78496,16.74937,2.71373e-06
22.36137,21.54915,19.64273,18.85429,18.48658,0.4045064
21.57332,20.89292,20.62987,20.28943,19.94385,2.009716
19.65735,18.96127,18.71444,18.50768,18.20236,2.215896
24.51954,22.83088,21.86848,21.18501,21.43694,0.8252207
20.62053,18.76186,17.60435,17.10765,16.78417,0.2125757
18.7889,17.79923,17.45828,17.35723,17.29618,-0.0001680805
20.09685,18.63935,17.78267,17.35701,17.10572,0.1468769
22.27495,21.68664,20.33201,19.41668,18.87994,0.5259678
18.7787,17.99018,17.75867,17.57802,17.42417,0.03732015
20.91487,21.19257,21.28392,21.06242,21.17822,1.784606
21.49472,21.38657,21.61533,21.23653,21.82565,2.103564
22.46156,20.26119,18.47808,17.826,17.47645,0.3593121
20.46263,18.7362,17.8048,17.33969,16.95131,0.1005741
22.6857,22.59642,21.96712,21.37078,20.72153,0.7507765
24.0952,20.31623,18.80997,18.13317,17.78193,0.2896562
23.36255,22.56603,21.71289,21.26917,20.98887,0.9043959
24.63483,23.75293,21.76178,20.27258,19.52436,0.6421919
21.26758,19.99301,20.1009,20.25222,20.22701,-0.0001509773
23.73799,20.56264,18.80734,18.12052,17.75285,0.3678983
21.65059,19.07962,17.75189,17.25511,16.88323,0.1754309
23.66506,23.55814,21.7496,20.59722,19.76781,0.8750952
22.01639,20.41992,18.73112,18.14762,17.81517,0.324269
22.30543,22.87107,22.28007,21.17562,20.69207,1.56657
21.00446,19.67732,19.20053,18.99627,18.85873,-0.0001101199
22.81502,22.67882,22.26868,21.70098,21.59103,0.8324724
25.56473,22.51722,20.62067,19.64059,19.02866,0.5331072
21.78682,21.54447,21.45317,21.12561,20.70987,1.944767
19.1718,18.24486,18.07245,18.02962,18.1358,0.0005237199
22.11042,21.73125,21.32006,20.74447,20.94413,0.7701111
22.94187,22.94233,21.18861,20.05588,19.25147,0.7777945
25.25417,23.38395,21.93188,20.6666,19.95329,0.7490191
23.94809,21.57632,20.01549,19.15886,18.74837,0.4761741
22.91768,22.88905,21.87396,20.48981,19.78641,0.6526976
23.68208,22.49958,21.62689,21.19315,20.92545,0.7287679
17.65945,16.61781,16.22881,16.04532,15.97194,0.0004500325
19.50449,18.81606,18.11884,17.33503,17.3457,0.1730026
22.59254,21.54677,20.01697,19.15777,18.65851,0.5154405
22.46888,21.65829,21.67651,21.69094,21.40567,2.665678
20.00029,18.13531,17.06027,16.58685,16.24159,0.1351177
19.71312,17.93302,17.15439,16.81668,16.63366,-0.0001046407
22.31978,21.54743,21.16063,20.93603,21.68513,1.111172
20.09603,18.46839,17.81793,17.54879,17.46055,0.0002706595
20.7821,19.76172,19.1371,18.87397,18.74493,0.0001924595
22.99734,20.73162,20.28592,20.14348,20.16258,-9.43419e-05
21.50975,20.53258,20.28826,20.09389,20.0224,-0.0002050643
23.55961,22.85273,21.48423,20.38606,19.44241,0.7158693
23.48067,22.22581,21.80988,22.07079,22.07154,3.956426
23.9223,22.14839,20.52242,19.71556,19.39154,1.05946
22.06772,21.28287,21.2771,21.42432,21.29029,-8.784712e-05
21.57915,21.28302,21.11768,21.19738,21.33532,-4.068885e-05
25.73272,23.9723,21.89155,20.6911,19.94374,0.6867592
19.82819,17.99453,17.03346,16.53393,16.14598,0.08347861
19.75561,19.30635,19.56887,19.02248,21.05056,0.1120612
21.71656,19.89994,18.3789,17.80765,17.48909,0.2473335
22.10307,21.51175,21.49035,21.46095,21.51738,2.463975
21.29883,19.46645,18.5984,18.06071,17.63236,0.1845061
21.9237,20.67989,18.85944,18.12891,17.65278,0.4169111
19.86325,17.95511,17.10946,16.7261,16.40197,0.08092388
21.49612,19.91069,18.40188,17.81141,17.40218,0.2811662
22.49128,21.18666,21.01048,21.01886,20.8235,3.252531
25.59319,20.82141,19.1772,18.50394,17.92422,0.2998727
18.30824,17.31243,17.01097,16.88409,16.8687,0.0002472999
25.05674,22.5204,20.70164,19.75607,19.2625,0.5156757
19.1416,18.21116,17.89131,17.79072,17.76024,-0.0007145266
22.11656,21.41007,21.36745,21.11637,20.75182,2.223161
23.57951,22.91409,20.94288,19.93487,19.35808,0.5265106
20.01099,18.94838,18.93437,19.03145,19.27065,-0.0004671428
17.58206,16.62959,16.35069,16.25784,16.24496,-0.0007016605
24.51246,22.96184,21.88831,21.37808,20.54829,0.8284128
25.0169,23.83374,22.02015,20.67766,19.90409,-6.022959e-05
22.25092,22.1051,21.77647,21.69963,21.34619,1.132826
22.94137,21.85142,20.33436,19.09998,18.66626,0.5604661
22.88935,21.58105,20.2886,19.48747,19.25262,0.514715
21.95508,22.53669,20.78017,19.53068,19.0062,0.6218479
19.96331,19.7322,19.4482,19.0251,18.69861,1.869101
19.41203,17.74207,16.82648,16.26778,15.88999,0.06842642
22.66752,19.87338,18.29358,17.71515,17.33788,0.2955656
22.8402,22.34282,21.98392,20.99236,20.65971,0.8983852
23.70998,21.70868,21.18481,20.50947,20.26788,2.787662
19.42914,18.2557,17.75584,17.56583,17.46513,-0.0006113182
19.93783,18.44009,17.60325,17.18632,16.96894,0.1797539
23.60219,23.39088,21.33612,20.14058,19.42364,0.5516273
18.13361,16.4778,15.84028,15.59875,15.4908,-8.762866e-05
25.04236,23.3313,20.8026,19.67321,19.22355,0.5641854
22.3639,19.12387,17.57604,17.03157,16.67087,0.2437241
21.31257,18.94068,17.66741,17.18044,16.84071,0.1910297
24.50149,21.32178,19.45365,18.8657,18.45739,0.3349482
23.58219,21.92828,20.30507,19.32372,19.07384,0.5605968
21.75087,19.32567,17.81945,17.28194,16.87781,0.245356
19.54678,17.97202,17.08537,16.69272,16.35757,0.08581623
21.66998,19.08929,17.64741,17.09748,16.79074,0.2519132
25.50014,22.52588,21.78643,20.54907,19.79694,0.5786992
26.29276,21.84589,20.35767,19.22567,18.78073,0.5837982
17.47434,16.21861,15.73577,15.54799,15.46446,5.991253e-07
24.14925,23.90928,22.16096,20.9617,19.98722,0.7619653
24.02842,22.53861,21.0448,19.8813,19.1935,0.0002616652
19.99679,19.61185,18.81977,18.39552,18.03931,0.3963696
23.52297,22.77076,22.41795,22.42089,21.47382,0.9171093
23.57757,23.08697,21.54282,20.32065,19.67723,0.5827137
21.3135,19.02145,17.76548,17.27309,16.87877,0.1700194
20.26374,18.6459,17.74015,17.24902,16.88088,0.1058688
22.31636,21.65138,20.67436,19.85838,19.48593,0.5840112
18.85415,17.6044,16.83645,16.42031,16.17545,0.1456383
22.85799,23.09493,21.94765,20.85138,19.86419,0.9269474
19.05929,17.89947,17.49847,17.23403,17.21308,0.0315526
21.90289,20.69057,19.34065,18.86586,18.33602,0.3507486
23.88727,20.92631,19.12273,18.54215,18.18076,0.3247473
25.7293,22.98529,20.81985,19.97179,19.66267,0.4830691
22.7716,22.73594,21.46554,20.40343,19.6621,0.7653167
22.50974,20.2139,18.61117,18.07886,17.75772,0.2656178
20.25401,18.47515,17.51461,17.0816,16.69935,0.1061589
26.35562,22.97665,20.14344,18.8672,18.19436,0.6991634
20.99812,18.66131,17.56311,17.11994,16.76069,0.1287827
23.95419,22.28158,20.68224,19.63366,19.42202,0.6019564
15.88371,14.81842,14.61121,14.56611,14.57537,0.0002209208
19.23116,18.2914,17.96997,17.85569,17.81115,-0.0006197029
24.362,21.29766,21.45237,21.2918,21.08122,0.0004794202
20.00812,18.04352,16.96534,16.50888,16.20901,0.1623149
19.03995,18.07443,17.63075,17.44221,17.32596,-0.0008645905
19.03538,17.49085,16.65012,16.25826,15.94257,0.1111906
21.37721,21.00875,20.77029,20.7668,21.08396,1.490289
23.44345,22.5533,20.77492,19.71091,19.17662,0.5247402
25.22175,22.6764,20.76799,19.5749,18.98413,0.5638811
21.90477,20.19277,18.66913,17.97352,17.70705,0.2738981
26.23997,21.46686,19.71769,18.92968,18.65617,0.4596593
25.1239,22.29959,20.74246,19.62807,19.17558,0.6483196
25.74479,22.40278,21.20177,20.21425,19.71267,0.6181399
19.99026,18.23599,17.15083,16.65893,16.24113,0.1648937
25.16919,22.2921,20.33336,19.44577,18.96891,0.4708848
27.18494,21.30787,19.98822,19.05908,18.60278,0.5918089
22.6923,21.41119,21.24917,21.19145,20.78749,2.909655
24.07623,21.72436,19.93435,19.04291,18.62975,0.4715009
19.29719,17.2406,16.31303,15.8998,15.55557,0.07623776
18.62757,17.43334,17.14672,17.02452,16.98603,-0.0002951341
19.60359,18.1989,17.61866,17.29605,17.09448,0.06001412
19.50917,19.52843,19.40732,19.01052,18.8398,1.97974
19.83531,18.9188,18.22765,17.91388,17.84701,0.2118188
21.64149,21.32349,21.17792,21.17062,21.45084,0.0
21.97668,21.20145,19.85996,19.10772,18.57641,0.5092773
23.79939,23.17606,21.65005,20.5682,19.88099,-0.000580576
22.04202,20.79882,20.57521,20.61931,20.54807,0.0006906557
22.37637,22.12753,20.50997,19.74586,19.21878,0.4622459
19.28533,18.07256,17.33248,17.00307,16.75564,0.1201871
21.20866,19.7859,19.17886,18.93462,18.78169,2.385197e-05
22.17467,21.25319,20.56997,19.39622,18.65764,-0.0001450503
23.67744,23.01916,21.92011,21.021,20.61718,0.7375531
24.63188,23.06102,21.14763,20.04022,20.0354,0.6202496
20.01266,18.27044,17.31901,16.93191,16.61633,0.1016902
23.27599,20.899,19.0078,18.35496,17.96256,0.3687227
20.75256,20.51407,20.3306,20.14303,19.98594,1.843156
16.96663,16.01102,15.61393,15.44647,15.38437,-0.0004346826
23.25275,22.25166,20.64182,19.59551,19.18826,0.5142313
19.67488,17.71316,16.72957,16.27804,15.9343,0.08996627
20.56642,20.11467,19.75137,19.57073,19.47935,2.122167
21.07849,18.93844,17.58383,17.09093,16.73277,0.2188466
22.14923,21.68199,20.62515,19.61065,19.16199,1.032125
24.74844,21.81805,20.69254,19.71939,19.93317,0.5969605
24.45137,23.6911,22.08972,20.28017,19.39601,0.0001848132
20.874,19.06854,17.87312,17.38792,17.01126,0.1832188
19.01595,17.85642,17.42684,17.25613,17.20377,-0.0002357452
21.56405,20.55885,20.44406,20.32985,20.33289,5.556704e-05
22.47366,21.00323,19.16668,18.57963,18.11609,0.3192401
25.38645,23.14367,22.00945,20.67398,19.82841,6.427412
22.38626,22.89792,21.84521,21.05987,20.64431,0.883156
24.67912,22.1088,20.44865,19.48284,19.21248,0.5003436
22.91929,22.38724,21.08126,20.15331,19.50012,0.5294825
22.26049,21.02567,20.43212,19.74111,18.75626,0.6760741
23.57506,22.60808,20.87246,19.79569,19.56285,0.4934757
24.96685,22.56047,20.67414,19.60465,19.12784,0.5157387
18.53983,16.63609,15.73084,15.3035,14.98609,0.08446484
18.62826,17.30539,16.68906,16.31807,16.04966,0.06328025
18.9977,17.76703,17.04917,16.66395,16.36982,0.1243533
21.19294,21.08314,21.16572,20.68469,20.84213,1.910611
19.54497,18.09495,17.57591,17.38,17.3082,3.398739e-05
20.08746,18.74928,18.19046,17.95303,17.85338,-0.0001907306
18.30154,17.35832,17.10313,17.00327,16.97431,0.000599294
23.1663,21.99032,21.05531,20.76067,20.33904,0.4248114
20.31876,19.70289,18.96606,18.69121,18.44597,0.2817021
24.02088,21.17076,20.57703,20.25201,20.00996,-0.001246237
21.95319,20.38992,20.15322,20.05471,19.68519,2.62576
21.78811,21.54397,21.24639,20.8465,20.93215,1.537173
19.27099,18.12522,17.67884,17.37751,17.24479,0.06552584
18.23794,17.25486,16.92863,16.78149,16.76562,-0.00029119
18.72571,17.65074,17.12285,16.72544,16.59523,0.06206397
25.87942,22.52304,20.92672,19.86234,19.45639,0.5373141
22.24454,19.65135,17.96401,17.37436,17.05175,0.2956818
21.91977,21.56158,20.75785,20.50129,20.28552,0.4461479
21.89298,21.69757,21.41341,20.94832,21.05793,1.657447
22.1674,21.51777,21.38447,21.20311,20.94124,0.84523
19.4793,17.67934,16.79231,16.31842,16.01839,0.1041953
20.43815,19.08248,18.49734,18.26207,18.17643,-9.752189e-05
17.1779,15.96155,15.83479,15.82751,15.87919,-1.520699e-05
23.68896,22.08174,21.38475,20.45481,20.07842,0.7101572
22.10203,21.0721,20.94625,21.20589,20.60221,2.555414
16.79407,15.71277,15.40579,15.3016,15.29874,0.0001457072
25.74535,22.60646,21.09078,19.72969,19.05606,-0.0001335532
21.77729,21.2774,21.07258,20.96546,20.86008,0.7735906
21.70465,21.27204,21.01106,20.9733,20.46298,0.8535944
24.17465,22.38639,20.75456,19.60511,19.2598,0.6616169
19.96575,18.12467,17.11426,16.61173,16.20202,0.1092856
22.00933,22.01819,21.40603,21.32058,21.50402,1.292092
20.85655,20.92397,20.69074,20.76466,20.60776,1.120915
19.46086,17.69675,16.83846,16.43828,16.13466,0.1110587
23.27752,21.45555,19.55446,18.87466,18.54586,0.3822718
23.4285,22.1514,20.48584,19.51228,19.20697,0.5919978
18.73919,17.23004,16.60721,16.36446,16.23027,-0.0001876444
21.021,21.20756,20.80968,20.98342,21.32788,1.257545
18.94393,17.11182,16.19437,15.78931,15.46757,0.1007311
22.2209,22.05157,20.64148,19.63047,19.07754,0.6000381
18.55271,16.86488,16.22465,15.99104,15.88134,-7.713646e-05
19.74618,19.7963,19.32522,19.30299,19.31078,1.325126
19.23565,17.81993,17.03657,16.62797,16.31749,0.122817
24.01326,20.76672,19.55392,19.00624,18.6972,-0.0002738693
20.02195,17.94174,17.07402,16.76195,16.58345,0.0001669365
20.37035,19.50454,19.04431,19.70949,18.73736,3.2313e-05
18.42428,17.0692,16.3852,15.93759,15.61158,0.05725101
19.73951,18.32839,17.6238,17.22239,17.00659,0.1086281
20.81946,18.86837,17.6531,17.09529,16.75071,0.1779723
17.46596,16.11349,16.04894,16.05808,16.06145,0.0004676079
23.76894,19.6606,17.94787,17.35967,16.96554,0.2546977
26.74055,20.54982,18.90375,18.17675,17.80423,0.4223689
22.7143,20.46131,18.74718,18.14139,17.78024,0.3463753
18.43293,17.51243,17.23388,17.13344,17.10901,0.0009305774
23.08188,21.56261,21.46021,21.47803,20.94649,2.710182
23.86554,23.20641,21.9274,21.44114,21.93384,0.8629951
20.9458,19.20827,18.26533,17.80275,17.45348,0.09449893
22.87636,22.41919,22.38554,21.72851,21.22298,1.653668
